decimalLatitude,decimalLongitude,eventDate,species,vernacularName,recordID,dataResourceName
-17.516667,145.8,1983-06-22T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,00ba2e45-bed2-4565-94a8-5144e357192d,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.833333,1978-07-04T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,e27987e0-727c-4e91-8202-343d81567e3c,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.833333,1976-09-09T14:00:00Z,Corynocarpus cribbianus,Cribwood,8fd2f8b2-f617-4539-aea3-49bf83da7dad,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.833333,2006-12-05T14:00:00Z,Elaeocarpus stellaris,Quandong,2e77b92b-2ea1-4ab9-a98c-7d1528779748,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.866667,1985-09-10T14:00:00Z,Beilschmiedia oligandra,Dogwood,7b116269-b0a0-4f83-a903-08222b5686e3,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.833333,1977-06-20T14:00:00Z,Endiandra montana,Brown Walnut,7b3e705b-af7c-4092-9e24-536651d674bc,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.8,1985-06-26T14:00:00Z,Cryptocarya pleurosperma,Poison Laurel,42cf9bac-7751-492a-970d-0314f77dce09,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.8,1984-06-04T14:00:00Z,Beilschmiedia oligandra,Dogwood,2d0360c5-6bf4-4ad5-9195-50f18e87f0ec,Centre for Australian National Biodiversity Research (CANB) AVH data
-17.516667,145.833333,1977-08-17T14:00:00Z,Endiandra montana,Brown Walnut,99320fa5-c26f-4ffb-98ea-45972fd939a1,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.866667,1985-09-10T14:00:00Z,Beilschmiedia oligandra,Dogwood,3e28421c-8201-4806-a977-300cfd72015d,Australian Tropical Herbarium (CNS) AVH data
